    0    0    0    0    0    0    0    0 0.3333333333 0.0000000000 
    0    0    0    0    0    1    0    1 0.0000000000 0.0000000000 
    0    0    0    0    0    2    0    2 0.0000000000 0.0000000000 
    0    0    0    0    1    0    1    0 0.0058289535 0.0000000000 
    0    0    0    0    1    1    1    1 0.0878545172 0.0000000000 
    0    0    0    0    1    2    1    2 0.2396498626 0.0000000000 
    0    0    0    0    2    0    2    0 0.1768350179 0.0000000000 
    0    0    0    0    2    1    2    1 0.1068095637 0.0000000000 
    0    0    0    0    2    2    2    2 0.0496887517 0.0000000000 
    0    0    0    0    3    0    3    0 0.0621387212 0.0000000000 
    0    0    0    0    3    1    3    1 0.1089119349 0.0000000000 
    0    0    0    0    3    2    3    2 0.1622826772 0.0000000000 
    0    0    0    0    4    0    4    0 0.1495894186 0.0000000000 
    0    0    0    0    4    1    4    1 0.1100042086 0.0000000000 
    0    0    0    0    4    2    4    2 0.0737397061 0.0000000000 
    0    0    0    0    5    0    5    0 0.0793736519 0.0000000000 
    0    0    0    0    5    1    5    1 0.1103393635 0.0000000000 
    0    0    0    0    5    2    5    2 0.1436203180 0.0000000000 
    0    0    0    0    6    0    6    0 0.1389337753 0.0000000000 
    0    0    0    0    6    1    6    1 0.1105520494 0.0000000000 
    0    0    0    0    6    2    6    2 0.0838475086 0.0000000000 
    0    0    0    0    7    0    7    0 0.0857886430 0.0000000000 
    0    0    0    0    7    1    7    1 0.1106126143 0.0000000000 
    0    0    0    0    7    2    7    2 0.1369320760 0.0000000000 
    0    0    0    0    8    0    8    0 0.1359459706 0.0000000000 
    0    0    0    0    8    1    8    1 0.1106534961 0.0000000000 
    0    0    0    0    8    2    8    2 0.0867338666 0.0000000000 
    0    0    0    0    9    0    9    0 0.0857886430 0.0000000000 
    0    0    0    0    9    1    9    1 0.1106126143 0.0000000000 
    0    0    0    0    9    2    9    2 0.1369320760 0.0000000000 
    0    0    0    0   10    0   10    0 0.1389337753 0.0000000000 
    0    0    0    0   10    1   10    1 0.1105520494 0.0000000000 
    0    0    0    0   10    2   10    2 0.0838475086 0.0000000000 
    0    0    0    0   11    0   11    0 0.0793736519 0.0000000000 
    0    0    0    0   11    1   11    1 0.1103393635 0.0000000000 
    0    0    0    0   11    2   11    2 0.1436203180 0.0000000000 
    0    0    0    0   12    0   12    0 0.1495894186 0.0000000000 
    0    0    0    0   12    1   12    1 0.1100042086 0.0000000000 
    0    0    0    0   12    2   12    2 0.0737397061 0.0000000000 
    0    0    0    0   13    0   13    0 0.0621387212 0.0000000000 
    0    0    0    0   13    1   13    1 0.1089119349 0.0000000000 
    0    0    0    0   13    2   13    2 0.1622826772 0.0000000000 
    0    0    0    0   14    0   14    0 0.1768350179 0.0000000000 
    0    0    0    0   14    1   14    1 0.1068095637 0.0000000000 
    0    0    0    0   14    2   14    2 0.0496887517 0.0000000000 
    0    0    0    0   15    0   15    0 0.0058289535 0.0000000000 
    0    0    0    0   15    1   15    1 0.0878545172 0.0000000000 
    0    0    0    0   15    2   15    2 0.2396498626 0.0000000000 
    0    0    0    1    0    1    0    0 0.3333333333 0.0000000000 
    0    0    0    1    0    2    0    1 0.0000000000 0.0000000000 
    0    0    0    1    1    1    1    0 -0.0820255637 -0.0000000000 
    0    0    0    1    1    2    1    1 -0.1517953454 0.0000000000 
    0    0    0    1    2    1    2    0 0.0700254542 -0.0000000000 
    0    0    0    1    2    2    2    1 0.0571208121 -0.0000000000 
    0    0    0    1    3    1    3    0 -0.0467732136 -0.0000000000 
    0    0    0    1    3    2    3    1 -0.0533707424 0.0000000000 
    0    0    0    1    4    1    4    0 0.0395852100 0.0000000000 
    0    0    0    1    4    2    4    1 0.0362645026 -0.0000000000 
    0    0    0    1    5    1    5    0 -0.0309657116 0.0000000000 
    0    0    0    1    5    2    5    1 -0.0332809545 0.0000000000 
    0    0    0    1    6    1    6    0 0.0283817259 -0.0000000000 
    0    0    0    1    6    2    6    1 0.0267045409 -0.0000000000 
    0    0    0    1    7    1    7    0 -0.0248239713 0.0000000000 
    0    0    0    1    7    2    7    1 -0.0263194617 0.0000000000 
    0    0    0    1    8    1    8    0 0.0252924744 -0.0000000000 
    0    0    0    1    8    2    8    1 0.0239196295 -0.0000000000 
    0    0    0    1    9    1    9    0 -0.0248239713 0.0000000000 
