    0    0    0    0    0    0    0    0 0.3734683952 0.0000000000 
    0    0    0    0    0    1    0    1 0.0000000000 0.0000000000 
    0    0    0    0    0    2    0    2 0.0000000000 0.0000000000 
    0    0    0    0    1    0    1    0 0.0043888238 0.0000000000 
    0    0    0    0    1    1    1    1 0.0657766134 0.0000000000 
    0    0    0    0    1    2    1    2 0.3033029579 0.0000000000 
    0    0    0    0    2    0    2    0 0.2520940308 0.0000000000 
    0    0    0    0    2    1    2    1 0.0898286904 0.0000000000 
    0    0    0    0    2    2    2    2 0.0315456740 0.0000000000 
    0    0    0    0    3    0    3    0 0.0366635773 0.0000000000 
    0    0    0    0    3    1    3    1 0.0925602314 0.0000000000 
    0    0    0    0    3    2    3    2 0.2442445865 0.0000000000 
    0    0    0    0    4    0    4    0 0.2379669510 0.0000000000 
    0    0    0    0    4    1    4    1 0.0945802131 0.0000000000 
    0    0    0    0    4    2    4    2 0.0409212310 0.0000000000 
    0    0    0    0    5    0    5    0 0.0421792664 0.0000000000 
    0    0    0    0    5    1    5    1 0.0953027896 0.0000000000 
    0    0    0    0    5    2    5    2 0.2359863391 0.0000000000 
    0    0    0    0    6    0    6    0 0.2346176888 0.0000000000 
    0    0    0    0    6    1    6    1 0.0958340988 0.0000000000 
    0    0    0    0    6    2    6    2 0.0430166076 0.0000000000 
    0    0    0    0    7    0    7    0 0.0432352259 0.0000000000 
    0    0    0    0    7    1    7    1 0.0960450984 0.0000000000 
    0    0    0    0    7    2    7    2 0.2341880709 0.0000000000 
    0    0    0    0    8    0    8    0 0.2339892727 0.0000000000 
    0    0    0    0    8    1    8    1 0.0961412635 0.0000000000 
    0    0    0    0    8    2    8    2 0.0433378589 0.0000000000 
    0    0    0    0    9    0    9    0 0.0432352223 0.0000000000 
    0    0    0    0    9    1    9    1 0.0960450900 0.0000000000 
    0    0    0    0    9    2    9    2 0.2341880829 0.0000000000 
    0    0    0    0   10    0   10    0 0.2346176857 0.0000000000 
    0    0    0    0   10    1   10    1 0.0958341017 0.0000000000 
    0    0    0    0   10    2   10    2 0.0430166078 0.0000000000 
    0    0    0    0   11    0   11    0 0.0421792707 0.0000000000 
    0    0    0    0   11    1   11    1 0.0953028013 0.0000000000 
    0    0    0    0   11    2   11    2 0.2359863231 0.0000000000 
    0    0    0    0   12    0   12    0 0.2379669252 0.0000000000 
    0    0    0    0   12    1   12    1 0.0945802344 0.0000000000 
    0    0    0    0   12    2   12    2 0.0409212355 0.0000000000 
    0    0    0    0   13    0   13    0 0.0366635861 0.0000000000 
    0    0    0    0   13    1   13    1 0.0925602640 0.0000000000 
    0    0    0    0   13    2   13    2 0.2442445450 0.0000000000 
    0    0    0    0   14    0   14    0 0.2520939888 0.0000000000 
    0    0    0    0   14    1   14    1 0.0898287243 0.0000000000 
    0    0    0    0   14    2   14    2 0.0315456820 0.0000000000 
    0    0    0    0   15    0   15    0 0.0043888239 0.0000000000 
    0    0    0    0   15    1   15    1 0.0657766389 0.0000000000 
    0    0    0    0   15    2   15    2 0.3033029323 0.0000000000 
    0    0    0    1    0    1    0    0 0.3734683952 0.0000000000 
    0    0    0    1    0    2    0    1 0.0000000000 0.0000000000 
    0    0    0    1    1    1    1    0 -0.0537210316 -0.0000000017 
    0    0    0    1    1    2    1    1 -0.1406344596 -0.0000000256 
    0    0    0    1    2    1    2    0 0.0540445785 0.0000000069 
    0    0    0    1    2    2    2    1 0.0343441127 -0.0000000028 
    0    0    0    1    3    1    3    0 -0.0229693744 -0.0000000054 
    0    0    0    1    3    2    3    1 -0.0353188117 -0.0000000139 
    0    0    0    1    4    1    4    0 0.0220725933 0.0000000024 
    0    0    0    1    4    2    4    1 0.0147505141 -0.0000000021 
    0    0    0    1    5    1    5    0 -0.0094722056 -0.0000000068 
    0    0    0    1    5    2    5    1 -0.0149817496 -0.0000000113 
    0    0    0    1    6    1    6    0 0.0109312842 0.0000000010 
    0    0    0    1    6    2    6    1 0.0066427917 0.0000000016 
    0    0    0    1    7    1    7    0 -0.0045677727 -0.0000000032 
    0    0    0    1    7    2    7    1 -0.0083181679 -0.0000000023 
    0    0    0    1    8    1    8    0 0.0079734271 -0.0000000046 
    0    0    0    1    8    2    8    1 0.0044063011 0.0000000007 
    0    0    0    1    9    1    9    0 -0.0045677767 0.0000000035 
    0    0    0    1    9    2    9    1 -0.0083181695 0.0000000164 
    0    0    0    1   10    1   10    0 0.0109312909 -0.0000000160 
    0    0    0    1   10    2   10    1 0.0066428002 -0.0000000018 
    0    0    0    1   11    1   11    0 -0.0094722166 0.0000000004 
    0    0    0    1   11    2   11    1 -0.0149817566 0.0000000188 
    0    0    0    1   12    1   12    0 0.0220726050 -0.0000000151 
    0    0    0    1   12    2   12    1 0.0147505269 0.0000000014 
    0    0    0    1   13    1   13    0 -0.0229693917 -0.0000000060 
    0    0    0    1   13    2   13    1 -0.0353188257 0.0000000004 
    0    0    0    1   14    1   14    0 0.0540445929 -0.0000000073 
    0    0    0    1   14    2   14    1 0.0343441278 0.0000000036 
    0    0    0    1   15    1   15    0 -0.0537210392 -0.0000000143 
