 # inv_tmp, energy, phys_var, phys_doublon, phys_num, step_i
0.0000000000000000  0.0060971227287263 1.1133958981915524 0.0000000000000000 12.0000000000000000 0
0.0416317406570205  -0.0402685171592738 1.1128520600889484 0.0000000000000000 12.0000000000000000 1
0.0831834501549023  -0.0864882684150596 1.1153770715659439 0.0000000000000000 12.0000000000000000 2
0.1246558648834394  -0.1325127029550808 1.1209442114707957 0.0000000000000000 12.0000000000000000 3
0.1660498821452414  -0.1782937551411150 1.1295149628116916 0.0000000000000000 12.0000000000000000 4
0.2073665518210329  -0.2237849459467023 1.1410394891001205 0.0000000000000000 12.0000000000000000 5
0.2486070671066817  -0.2689415858423325 1.1554572074639249 0.0000000000000000 12.0000000000000000 6
0.2897727544751911  -0.3137209547373466 1.1726974473812166 0.0000000000000000 12.0000000000000000 7
0.3308650630215091  -0.3580824578020190 1.1926801828482019 0.0000000000000000 12.0000000000000000 8
0.3718855533488173  -0.4019877564766497 1.2153168250923043 0.0000000000000000 12.0000000000000000 9
0.4128358861522243  -0.4454008744419958 1.2405110625756262 0.0000000000000000 12.0000000000000000 10
0.4537178106498509  -0.4882882787648208 1.2681597349898597 0.0000000000000000 12.0000000000000000 11
0.4945331530026006  -0.5306189368335320 1.2981537281989792 0.0000000000000000 12.0000000000000000 12
0.5352838048529367  -0.5723643500539143 1.3303788776093808 0.0000000000000000 12.0000000000000000 13
0.5759717121002683  -0.6134985655781746 1.3647168682007735 0.0000000000000000 12.0000000000000000 14
0.6165988640165813  -0.6539981675886706 1.4010461203937910 0.0000000000000000 12.0000000000000000 15
0.6571672827912612  -0.6938422498496342 1.4392426520183559 0.0000000000000000 12.0000000000000000 16
0.6976790135790939  -0.7330123713768815 1.4791809078368938 0.0000000000000000 12.0000000000000000 17
0.7381361151106191  -0.7714924971594788 1.5207345493269098 0.0000000000000000 12.0000000000000000 18
0.7785406509097251  -0.8092689259025529 1.5637771986992461 0.0000000000000000 12.0000000000000000 19
0.8188946811498814  -0.8463302067520020 1.6081831323874396 0.0000000000000000 12.0000000000000000 20
0.8592002551679573  -0.8826670469153926 1.6538279204597848 0.0000000000000000 12.0000000000000000 21
0.8994594046433422  -0.9182722120150429 1.7005890095550389 0.0000000000000000 12.0000000000000000 22
0.9396741374401352  -0.9531404209052949 1.7483462480056260 0.0000000000000000 12.0000000000000000 23
0.9798464321016040  -0.9872682365625033 1.7969823527753364 0.0000000000000000 12.0000000000000000 24
1.0199782329788940  -1.0206539545188846 1.8463833186923679 0.0000000000000000 12.0000000000000000 25
1.0600714459700744  -1.0532974901655383 1.8964387711990989 0.0000000000000000 12.0000000000000000 26
1.1001279348409658  -1.0852002661001665 1.9470422644660115 0.0000000000000000 12.0000000000000000 27
1.1401495180957124  -1.1163651005454815 1.9980915272317268 0.0000000000000000 12.0000000000000000 28
1.1801379663626297  -1.1467960977182168 2.0494886591387811 0.0000000000000000 12.0000000000000000 29
1.2200950002593560  -1.1764985408888504 2.1011402806430679 0.0000000000000000 12.0000000000000000 30
1.2600222887006447  -1.2054787887406357 2.1529576397919912 0.0000000000000000 12.0000000000000000 31
1.2999214476121224  -1.2337441755147189 2.2048566793019511 0.0000000000000000 12.0000000000000000 32
1.3397940390138996  -1.2613029153171842 2.2567580674293795 0.0000000000000000 12.0000000000000000 33
1.3796415704389327  -1.2881640108639423 2.3085871961312847 0.0000000000000000 12.0000000000000000 34
1.4194654946524108  -1.3143371668510500 2.3602741499605431 0.0000000000000000 12.0000000000000000 35
1.4592672096400778  -1.3398327080607078 2.4117536490475984 0.0000000000000000 12.0000000000000000 36
1.4990480588352086  -1.3646615022466533 2.4629649693916917 0.0000000000000000 12.0000000000000000 37
1.5388093315559173  -1.3888348877863008 2.5138518435298192 0.0000000000000000 12.0000000000000000 38
1.5785522636264540  -1.4123646060399280 2.5643623444766637 0.0000000000000000 12.0000000000000000 39
1.6182780381581654  -1.4352627383188024 2.6144487556402924 0.0000000000000000 12.0000000000000000 40
1.6579877864677730  -1.4575416473333949 2.6640674292216522 0.0000000000000000 12.0000000000000000 41
1.6976825891125562  -1.4792139229689649 2.7131786354053480 0.0000000000000000 12.0000000000000000 42
1.7373634770238668  -1.5002923322179260 2.7617464044488491 0.0000000000000000 12.0000000000000000 43
1.7770314327221732  -1.5207897730856870 2.8097383635797533 0.0000000000000000 12.0000000000000000 44
1.8166873915984687  -1.5407192322784322 2.8571255704191789 0.0000000000000000 12.0000000000000000 45
1.8563322432484373  -1.5600937464767395 2.9038823444650674 0.0000000000000000 12.0000000000000000 46
1.8959668328471848  -1.5789263669974805 2.9499860979938859 0.0000000000000000 12.0000000000000000 47
1.9355919625536837  -1.5972301276475402 2.9954171675740309 0.0000000000000000 12.0000000000000000 48
1.9752083929352648  -1.6150180155759606 3.0401586472294233 0.0000000000000000 12.0000000000000000 49
2.0148168444036210  -1.6323029449357576 3.0841962241481236 0.0000000000000000 12.0000000000000000 50
2.0544179986547793  -1.6490977331726100 3.1275180176982462 0.0000000000000000 12.0000000000000000 51
2.0940125001064138  -1.6654150797642824 3.1701144223916460 0.0000000000000000 12.0000000000000000 52
2.1336009573267081  -1.6812675472420768 3.2119779553252057 0.0000000000000000 12.0000000000000000 53
2.1731839444497032  -1.6966675443333896 3.2531031085289408 0.0000000000000000 12.0000000000000000 54
